-0.0025213,-0.00041177,-0.00042776,0.00091346,-0.00032324,-0.00037278,-0.0014412,-0.00028839,-0.0087805,-0.0012799,-0.0025817,4.7396e-08,-0.0031572,0.00029265,-0.0003953,-0.00058595,-0.0013286,-1.6331e-05,-0.0085091,-0.0012746,-1.6084e-05,-1.9679e-08,-1.281e-05,-1.1921e-07,0,-0.00039719,-4.7144e-05,-0.0001356,-0.00022667,-2.167e-08,-1.7266e-05,-4.2638e-08,-1.2672e-05,-1.3956e-07,0,-0.00039719,-3.1556e-05,-0.00013677,-0.00012507,-1.6173e-07,-0.00067405,-6.4752e-05,-7.6372e-08,-1.151e-07,-1.5789e-07,-0.00023242,-0.00052418,-0.00013023,-2.0291e-07,-0.00054069,-6.5542e-08,-0.00081913,-2.0291e-07,-0.00013485,-0.00033085,1,-7.2288e-08,-7.2288e-08,-1.0623e-07,-1.151e-07
0.0024332,-0.00056361,0.00019397,-0.00026179,-0.00036819,0.00035893,-0.00068155,-0.0051617,0.0082221,-0.0017201,0.0025503,1.1955e-09,0.0014311,-0.00018469,-0.00052031,0.0007355,-0.00065484,-0.00027218,0.0099367,-0.0017131,1.1901e-05,4.4242e-10,1.269e-05,-0,0,0.00024413,3.977e-05,8.2943e-05,0.00012258,8.9586e-09,1.2558e-05,4.2494e-08,1.2657e-05,-1.7373e-08,0,0.00024413,2.6357e-05,8.3589e-05,7.0226e-05,-5.8553e-09,-0.004545,-0.00038311,-1.0891e-10,-8.3534e-11,1.1642e-10,-0.0011006,-0.0019644,-0.00067652,-3.5314e-10,-0.0032537,-1.5716e-09,-0.0049331,-3.5314e-10,-0.00080009,-0.0015677,0,2.7949e-11,2.7949e-11,-7.6398e-11,-8.3534e-11
0.0025214,0.00041228,0.00042789,-0.00091351,0.00032315,0.00037285,0.0014412,0.00028846,0.0055349,0.0012798,0.0025817,-6.0033e-09,0.0031572,-0.00029263,0.00039505,0.00058585,0.0013288,1.6454e-05,0.0016603,0.0012748,-1.6158e-05,-1.9502e-09,-1.2737e-05,-0,0,-0.00039702,-4.7096e-05,-0.00013567,-0.00022672,-2.0324e-09,-1.7557e-05,7.4488e-08,-1.2654e-05,1.0116e-09,0,-0.00039702,-3.1235e-05,-0.00013663,-0.0001247,-3.1859e-08,0.00067397,6.4927e-05,-1.4949e-10,-6.9588e-10,-8.0036e-11,0.00023215,0.00052432,0.00013029,5.9754e-10,0.00054075,-1.8636e-10,0.00081937,5.9754e-10,0.00013498,0.00033068,0,4.8162e-10,4.8162e-10,3.4925e-10,-6.9588e-10
0.0024332,0.00056361,0.00019397,-0.0007974,0.00036819,0.00045855,0.00035662,0.005171,0.0025153,0.00172,0.0025503,-2.776e-09,0.0014312,-0.00018407,0.00052032,0.0007355,0.00031363,0.00027213,-0.0023047,0.0017132,-1.1892e-05,-7.4704e-11,-1.2718e-05,-0,0,-0.00024413,-3.974e-05,-8.2921e-05,-0.00012256,-1.5634e-08,-1.2536e-05,2.3093e-08,-1.2655e-05,3.3809e-09,0,-0.00024413,-2.6323e-05,-8.3596e-05,-7.022e-05,-1.7342e-09,0.004545,0.00038311,-1.7007e-09,9.2305e-11,-3.7173e-10,0.0011006,0.0020411,0.00067652,-6.564e-11,0.0032537,6.9727e-10,0.0049332,-6.564e-11,0.00080009,0.0015677,0,-1.2795e-15,-1.2795e-15,4.083e-10,9.2305e-11
0.0084873,-6.6078e-06,0.025942,0.054026,-0.0013414,-0.019517,0.06633,0.0034548,0.018184,0.0042388,0.0086931,6.158e-10,0.027152,0.053426,0.0054448,0.015963,0.064279,0.0085108,0.014901,0.0042271,-0.033654,-0.043882,-0.034947,-0.042413,0,-0.027778,-0.037573,-0.036765,-0.03487,-0.042469,-0.031939,0.22661,-0.038817,0.046065,0,-0.027778,-0.037059,-0.034209,-0.036647,-0.043954,0.0052996,0.012503,0.014461,0.014368,0.012693,0.0082727,0.01199,0.013694,0.012976,0.0051514,0.012762,0.00039888,0.012976,0.011958,0.015326,0,0.014332,0.014332,0.01421,0.014368
-0.0031606,-6.6078e-06,0.004107,0.0032947,-0.010501,-0.023984,-0.0021572,-0.031356,-0.00062075,-0.0035236,-0.0032373,-0,0.0078998,0.0027584,-0.0023111,-0.0028095,-0.002751,-0.0040888,-0.00057369,-0.0035119,0.0052375,0.0050267,0.0051978,0.0043335,0,0.0084404,0.0083642,0.0062209,0.010106,0.0028126,0.0044734,-0.04102,0.0070508,-0.0062291,0,0.0084404,0.0063665,0.0052047,0.0082221,0.0042743,-0.030892,-0.0049859,-0.0046512,-0.0046213,-0.00428,-0.015276,-0.011391,-0.0067489,-0.0044851,-0.035071,-0.0048325,-0.050795,-0.0044851,-0.0070647,-0.0086765,0,-0.0046095,-0.0046095,-0.0047875,-0.0046213
0.0084873,6.6078e-06,-0.0045879,0.052486,0.010992,0.032505,0.038404,0.0083379,0.018162,0.0068937,0.0086931,-0,-0.014273,0.05245,0.0055648,0.015963,0.040222,0.0086808,0.014901,0.0068715,-0.033654,-0.043882,-0.034947,-0.042413,0,-0.027778,-0.037573,-0.036765,-0.03487,-0.042469,-0.031939,0.22661,-0.038817,0.046065,0,-0.027778,-0.037059,-0.034209,-0.036647,-0.043954,0.014123,0.012821,0.014461,0.014368,0.012693,0.014199,0.014253,0.014364,0.012976,0.014273,0.012762,0.01423,0.012976,0.012899,0.016679,0,0.014332,0.014332,0.01421,0.014368
0.0031606,6.6078e-06,-0.004107,0.0066733,0.010501,0.023984,0.0013455,0.031356,0.00062078,0.0035236,0.0032373,-0,-0.0078998,0.0071844,0.0023111,0.0028095,0.0017154,0.0040888,0.00057369,0.0035119,-0.0052375,-0.011062,-0.0051978,-0.0058183,0,-0.0085177,-0.0083642,-0.0062209,-0.010106,-0.0047194,-0.0044734,0.04102,-0.0070508,0.0069833,0,-0.0085177,-0.0063665,-0.0052047,-0.0082221,-0.0042743,0.030892,0.0049859,0.0046512,0.0046213,0.00428,0.015276,0.011391,0.0067489,0.0044851,0.035071,0.0048325,0.050795,0.0044851,0.0070647,0.0086765,0,0.0046095,0.0046095,0.0047875,0.0046213
0.068116,0.064645,0.052601,-0.043707,0.061423,0.074097,-0.037584,0.060979,0.084798,0.061676,0.069619,0.063941,0.057094,-0.039442,0.061714,0.064185,-0.037397,0.071042,0.080495,0.061517,0.045384,0.051327,0.049326,0.051974,0,0.045869,0.051189,0.048805,0.05176,0.050665,0.044175,-0.20241,0.054581,-0.05589,0,0.045869,0.050504,0.047553,0.051753,0.05285,0.048662,0.054562,0.0533,0.052957,0.054562,0.044752,0.052571,0.053613,0.054665,0.046566,0.057243,0.043289,0.054665,0.054476,0.059659,0,0.052822,0.052822,0.05364,0.052957
-0.004926,-0.0046774,0.017169,0.0016619,-0.0067733,-0.0058331,0.003717,-0.011468,0.0058272,-0.0074978,-0.0050774,-0.0062273,0.024229,0.0017739,-0.0064378,-0.0041787,0.0034603,-0.0066392,-0.0054223,-0.0073201,-0.011368,-0.0098433,-0.016113,-0.010245,0,-0.01769,-0.015295,-0.011866,-0.012931,-0.0085979,-0.011154,0.025297,-0.016785,0.010117,0,-0.01769,-0.01524,-0.011708,-0.012928,-0.0079211,-0.011198,-0.0094469,-0.010514,-0.010446,-0.009447,-0.011963,-0.010509,-0.0097909,-0.009178,-0.012232,-0.0084619,-0.013159,-0.009178,-0.009531,-0.011801,0,-0.010419,-0.010419,-0.0097657,-0.010446
